"Year","name","Country.Code","AverageAnnualTemperature","Lo 80","Hi 80","Lo 95","Hi 95","Continent"
1991,"Tunisia","TUN",18.7516666666667,NA,NA,NA,NA,"Africa"
1992,"Tunisia","TUN",18.8629,NA,NA,NA,NA,"Africa"
1993,"Tunisia","TUN",19.2333666666667,NA,NA,NA,NA,"Africa"
1994,"Tunisia","TUN",20.1909,NA,NA,NA,NA,"Africa"
1995,"Tunisia","TUN",19.5162166666667,NA,NA,NA,NA,"Africa"
1996,"Tunisia","TUN",19.2623333333333,NA,NA,NA,NA,"Africa"
1997,"Tunisia","TUN",19.8353333333333,NA,NA,NA,NA,"Africa"
1998,"Tunisia","TUN",19.5604666666667,NA,NA,NA,NA,"Africa"
1999,"Tunisia","TUN",20.3355,NA,NA,NA,NA,"Africa"
2000,"Tunisia","TUN",20.0645,NA,NA,NA,NA,"Africa"
2001,"Tunisia","TUN",20.3982833333333,NA,NA,NA,NA,"Africa"
2002,"Tunisia","TUN",20.0658333333333,NA,NA,NA,NA,"Africa"
2003,"Tunisia","TUN",20.32435,NA,NA,NA,NA,"Africa"
2004,"Tunisia","TUN",19.71145,NA,NA,NA,NA,"Africa"
2005,"Tunisia","TUN",19.4980333333333,NA,NA,NA,NA,"Africa"
2006,"Tunisia","TUN",20.1286333333333,NA,NA,NA,NA,"Africa"
2007,"Tunisia","TUN",20.0362,NA,NA,NA,NA,"Africa"
2008,"Tunisia","TUN",20.0760333333333,NA,NA,NA,NA,"Africa"
2009,"Tunisia","TUN",19.9579333333333,NA,NA,NA,NA,"Africa"
2010,"Tunisia","TUN",20.1866833333333,NA,NA,NA,NA,"Africa"
2011,"Tunisia","TUN",19.8311333333333,NA,NA,NA,NA,"Africa"
2012,"Tunisia","TUN",20.3957,NA,NA,NA,NA,"Africa"
1990,"Turkey","TUR",13.4362336601307,NA,NA,NA,NA,"Asia"
1991,"Turkey","TUR",13.0186879084967,NA,NA,NA,NA,"Asia"
1992,"Turkey","TUR",11.9965702614379,NA,NA,NA,NA,"Asia"
1993,"Turkey","TUR",12.7475490196078,NA,NA,NA,NA,"Asia"
1994,"Turkey","TUR",14.159660130719,NA,NA,NA,NA,"Asia"
1995,"Turkey","TUR",13.505612745098,NA,NA,NA,NA,"Asia"
1996,"Turkey","TUR",13.6430588235294,NA,NA,NA,NA,"Asia"
1997,"Turkey","TUR",12.8578692810458,NA,NA,NA,NA,"Asia"
1998,"Turkey","TUR",14.1542679738562,NA,NA,NA,NA,"Asia"
1999,"Turkey","TUR",14.4148382352941,NA,NA,NA,NA,"Asia"
2000,"Turkey","TUR",13.5675996732026,NA,NA,NA,NA,"Asia"
2001,"Turkey","TUR",14.5807434640523,NA,NA,NA,NA,"Asia"
2002,"Turkey","TUR",13.726089869281,NA,NA,NA,NA,"Asia"
2003,"Turkey","TUR",13.6502124183007,NA,NA,NA,NA,"Asia"
2004,"Turkey","TUR",13.6848709150327,NA,NA,NA,NA,"Asia"
2005,"Turkey","TUR",13.7538316993464,NA,NA,NA,NA,"Asia"
2006,"Turkey","TUR",13.7189068627451,NA,NA,NA,NA,"Asia"
2007,"Turkey","TUR",14.2323758169935,NA,NA,NA,NA,"Asia"
2008,"Turkey","TUR",14.0819885620915,NA,NA,NA,NA,"Asia"
2009,"Turkey","TUR",14.1947663398693,NA,NA,NA,NA,"Asia"
2010,"Turkey","TUR",15.4832369281046,NA,NA,NA,NA,"Asia"
2011,"Turkey","TUR",13.2789689542484,NA,NA,NA,NA,"Asia"
2012,"Turkey","TUR",14.2219689542484,NA,NA,NA,NA,"Asia"
1990,"Ukraine","UKR",9.55771180555556,NA,NA,NA,NA,"Europe"
1991,"Ukraine","UKR",8.48126736111111,NA,NA,NA,NA,"Europe"
1992,"Ukraine","UKR",8.52471180555556,NA,NA,NA,NA,"Europe"
1993,"Ukraine","UKR",7.59811805555556,NA,NA,NA,NA,"Europe"
1994,"Ukraine","UKR",8.94541319444444,NA,NA,NA,NA,"Europe"
1995,"Ukraine","UKR",8.89698263888889,NA,NA,NA,NA,"Europe"
1996,"Ukraine","UKR",7.75163888888889,NA,NA,NA,NA,"Europe"
1997,"Ukraine","UKR",7.75125347222222,NA,NA,NA,NA,"Europe"
1998,"Ukraine","UKR",8.64211805555555,NA,NA,NA,NA,"Europe"
1999,"Ukraine","UKR",9.68651388888889,NA,NA,NA,NA,"Europe"
2000,"Ukraine","UKR",9.44940277777778,NA,NA,NA,NA,"Europe"
2001,"Ukraine","UKR",9.12991666666667,NA,NA,NA,NA,"Europe"
2002,"Ukraine","UKR",9.53776736111111,NA,NA,NA,NA,"Europe"
2003,"Ukraine","UKR",8.37605555555556,NA,NA,NA,NA,"Europe"
2004,"Ukraine","UKR",9.03172916666667,NA,NA,NA,NA,"Europe"
2005,"Ukraine","UKR",9.12455902777778,NA,NA,NA,NA,"Europe"
2006,"Ukraine","UKR",8.62129513888889,NA,NA,NA,NA,"Europe"
2007,"Ukraine","UKR",10.2493576388889,NA,NA,NA,NA,"Europe"
2008,"Ukraine","UKR",9.71141666666667,NA,NA,NA,NA,"Europe"
2009,"Ukraine","UKR",9.61397569444444,NA,NA,NA,NA,"Europe"
2010,"Ukraine","UKR",9.67939583333333,NA,NA,NA,NA,"Europe"
2011,"Ukraine","UKR",8.94380208333333,NA,NA,NA,NA,"Europe"
2012,"Ukraine","UKR",9.47954166666667,NA,NA,NA,NA,"Europe"
1990,"Uruguay","URY",17.9714583333333,NA,NA,NA,NA,"Americas"
1991,"Uruguay","URY",18.1805,NA,NA,NA,NA,"Americas"
1992,"Uruguay","URY",17.780875,NA,NA,NA,NA,"Americas"
1993,"Uruguay","URY",17.8788333333333,NA,NA,NA,NA,"Americas"
1994,"Uruguay","URY",18.4325,NA,NA,NA,NA,"Americas"
1995,"Uruguay","URY",17.8797083333333,NA,NA,NA,NA,"Americas"
1996,"Uruguay","URY",18.1571666666667,NA,NA,NA,NA,"Americas"
1997,"Uruguay","URY",18.6977916666667,NA,NA,NA,NA,"Americas"
1998,"Uruguay","URY",17.8121666666667,NA,NA,NA,NA,"Americas"
1999,"Uruguay","URY",17.914625,NA,NA,NA,NA,"Americas"
2000,"Uruguay","URY",18.0170416666667,NA,NA,NA,NA,"Americas"
2001,"Uruguay","URY",18.7479583333333,NA,NA,NA,NA,"Americas"
2002,"Uruguay","URY",18.3017083333333,NA,NA,NA,NA,"Americas"
2003,"Uruguay","URY",17.9349166666667,NA,NA,NA,NA,"Americas"
2004,"Uruguay","URY",18.380375,NA,NA,NA,NA,"Americas"
2005,"Uruguay","URY",18.3165833333333,NA,NA,NA,NA,"Americas"
2006,"Uruguay","URY",18.5393333333333,NA,NA,NA,NA,"Americas"
2007,"Uruguay","URY",17.6015,NA,NA,NA,NA,"Americas"
2008,"Uruguay","URY",18.5939166666667,NA,NA,NA,NA,"Americas"
2009,"Uruguay","URY",18.1819583333333,NA,NA,NA,NA,"Americas"
2010,"Uruguay","URY",18.1740833333333,NA,NA,NA,NA,"Americas"
2011,"Uruguay","URY",18.1060416666667,NA,NA,NA,NA,"Americas"
2012,"Uruguay","URY",18.744625,NA,NA,NA,NA,"Americas"
1990,"United States","USA",15.2402979896239,NA,NA,NA,NA,"Americas"
1991,"United States","USA",15.0238505188067,NA,NA,NA,NA,"Americas"
1992,"United States","USA",14.6678236057069,NA,NA,NA,NA,"Americas"
1993,"United States","USA",14.3838923476005,NA,NA,NA,NA,"Americas"
1994,"United States","USA",14.7401549935149,NA,NA,NA,NA,"Americas"
1995,"United States","USA",14.8308641374838,NA,NA,NA,NA,"Americas"
1996,"United States","USA",14.6498923476005,NA,NA,NA,NA,"Americas"
1997,"United States","USA",14.7295807392996,NA,NA,NA,NA,"Americas"
1998,"United States","USA",15.3893294422827,NA,NA,NA,NA,"Americas"
1999,"United States","USA",15.1893404669261,NA,NA,NA,NA,"Americas"
2000,"United States","USA",14.9698271725032,NA,NA,NA,NA,"Americas"
2001,"United States","USA",15.1712895590143,NA,NA,NA,NA,"Americas"
2002,"United States","USA",15.1419808690013,NA,NA,NA,NA,"Americas"
2003,"United States","USA",14.9682088197147,NA,NA,NA,NA,"Americas"
2004,"United States","USA",14.9809134241245,NA,NA,NA,NA,"Americas"
2005,"United States","USA",15.1625411802853,NA,NA,NA,NA,"Americas"
2006,"United States","USA",15.4927088197147,NA,NA,NA,NA,"Americas"
2007,"United States","USA",15.1926802853437,NA,NA,NA,NA,"Americas"
2008,"United States","USA",14.8545693904021,NA,NA,NA,NA,"Americas"
2009,"United States","USA",14.8034922178988,NA,NA,NA,NA,"Americas"
2010,"United States","USA",14.883878080415,NA,NA,NA,NA,"Americas"
2011,"United States","USA",15.101007457847,NA,NA,NA,NA,"Americas"
2012,"United States","USA",15.959263618677,NA,NA,NA,NA,"Americas"
1990,"Uzbekistan","UZB",13.1039479166667,NA,NA,NA,NA,"Asia"
1991,"Uzbekistan","UZB",12.62284375,NA,NA,NA,NA,"Asia"
1992,"Uzbekistan","UZB",12.5598020833333,NA,NA,NA,NA,"Asia"
1993,"Uzbekistan","UZB",11.8575729166667,NA,NA,NA,NA,"Asia"
1994,"Uzbekistan","UZB",12.59940625,NA,NA,NA,NA,"Asia"
1995,"Uzbekistan","UZB",13.31121875,NA,NA,NA,NA,"Asia"
1996,"Uzbekistan","UZB",12.19371875,NA,NA,NA,NA,"Asia"
1997,"Uzbekistan","UZB",13.4457916666667,NA,NA,NA,NA,"Asia"
1998,"Uzbekistan","UZB",13.0228645833333,NA,NA,NA,NA,"Asia"
1999,"Uzbekistan","UZB",13.3955520833333,NA,NA,NA,NA,"Asia"
2000,"Uzbekistan","UZB",13.5271145833333,NA,NA,NA,NA,"Asia"
2001,"Uzbekistan","UZB",13.6980625,NA,NA,NA,NA,"Asia"
2002,"Uzbekistan","UZB",13.4120104166667,NA,NA,NA,NA,"Asia"
2003,"Uzbekistan","UZB",12.8741354166667,NA,NA,NA,NA,"Asia"
2004,"Uzbekistan","UZB",13.9275,NA,NA,NA,NA,"Asia"
2005,"Uzbekistan","UZB",13.4826354166667,NA,NA,NA,NA,"Asia"
2006,"Uzbekistan","UZB",13.56128125,NA,NA,NA,NA,"Asia"
2007,"Uzbekistan","UZB",13.5037291666667,NA,NA,NA,NA,"Asia"
2008,"Uzbekistan","UZB",13.03353125,NA,NA,NA,NA,"Asia"
2009,"Uzbekistan","UZB",13.2187708333333,NA,NA,NA,NA,"Asia"
2010,"Uzbekistan","UZB",13.7339375,NA,NA,NA,NA,"Asia"
2011,"Uzbekistan","UZB",13.0367395833333,NA,NA,NA,NA,"Asia"
2012,"Uzbekistan","UZB",12.5788645833333,NA,NA,NA,NA,"Asia"
1990,"Vietnam","VNM",25.4845,NA,NA,NA,NA,"Asia"
1991,"Vietnam","VNM",25.4340194444444,NA,NA,NA,NA,"Asia"
1992,"Vietnam","VNM",25.1029138888889,NA,NA,NA,NA,"Asia"
1993,"Vietnam","VNM",25.1324833333333,NA,NA,NA,NA,"Asia"
1994,"Vietnam","VNM",25.2997527777778,NA,NA,NA,NA,"Asia"
1995,"Vietnam","VNM",25.1337361111111,NA,NA,NA,NA,"Asia"
1996,"Vietnam","VNM",24.9464361111111,NA,NA,NA,NA,"Asia"
1997,"Vietnam","VNM",25.4135666666667,NA,NA,NA,NA,"Asia"
1998,"Vietnam","VNM",26.0628527777778,NA,NA,NA,NA,"Asia"
1999,"Vietnam","VNM",25.2089194444444,NA,NA,NA,NA,"Asia"
2000,"Vietnam","VNM",25.19645,NA,NA,NA,NA,"Asia"
2001,"Vietnam","VNM",25.3759722222222,NA,NA,NA,NA,"Asia"
2002,"Vietnam","VNM",25.6291777777778,NA,NA,NA,NA,"Asia"
2003,"Vietnam","VNM",25.6521666666667,NA,NA,NA,NA,"Asia"
2004,"Vietnam","VNM",25.2847638888889,NA,NA,NA,NA,"Asia"
2005,"Vietnam","VNM",25.4552416666667,NA,NA,NA,NA,"Asia"
2006,"Vietnam","VNM",25.6789833333333,NA,NA,NA,NA,"Asia"
2007,"Vietnam","VNM",25.5044083333333,NA,NA,NA,NA,"Asia"
2008,"Vietnam","VNM",25.02795,NA,NA,NA,NA,"Asia"
2009,"Vietnam","VNM",25.616725,NA,NA,NA,NA,"Asia"
2010,"Vietnam","VNM",25.9456055555556,NA,NA,NA,NA,"Asia"
2011,"Vietnam","VNM",24.9724861111111,NA,NA,NA,NA,"Asia"
2012,"Vietnam","VNM",25.8053166666667,NA,NA,NA,NA,"Asia"
1990,"Zambia","ZMB",21.8549166666667,NA,NA,NA,NA,"Africa"
1991,"Zambia","ZMB",21.2544791666667,NA,NA,NA,NA,"Africa"
1992,"Zambia","ZMB",22.1067708333333,NA,NA,NA,NA,"Africa"
1993,"Zambia","ZMB",21.3381145833333,NA,NA,NA,NA,"Africa"
1994,"Zambia","ZMB",21.5675,NA,NA,NA,NA,"Africa"
1995,"Zambia","ZMB",22.1058645833333,NA,NA,NA,NA,"Africa"
1996,"Zambia","ZMB",21.63959375,NA,NA,NA,NA,"Africa"
1997,"Zambia","ZMB",21.5441145833333,NA,NA,NA,NA,"Africa"
1998,"Zambia","ZMB",21.8436458333333,NA,NA,NA,NA,"Africa"
1999,"Zambia","ZMB",21.0869270833333,NA,NA,NA,NA,"Africa"
2000,"Zambia","ZMB",21.2082083333333,NA,NA,NA,NA,"Africa"
2001,"Zambia","ZMB",21.4134791666667,NA,NA,NA,NA,"Africa"
2002,"Zambia","ZMB",21.9714583333333,NA,NA,NA,NA,"Africa"
2003,"Zambia","ZMB",21.7330104166667,NA,NA,NA,NA,"Africa"
2004,"Zambia","ZMB",21.4061354166667,NA,NA,NA,NA,"Africa"
2005,"Zambia","ZMB",22.4355,NA,NA,NA,NA,"Africa"
2006,"Zambia","ZMB",21.50371875,NA,NA,NA,NA,"Africa"
2007,"Zambia","ZMB",21.4233125,NA,NA,NA,NA,"Africa"
2008,"Zambia","ZMB",21.1919270833333,NA,NA,NA,NA,"Africa"
2009,"Zambia","ZMB",21.2748229166667,NA,NA,NA,NA,"Africa"
2010,"Zambia","ZMB",21.8657291666667,NA,NA,NA,NA,"Africa"
2011,"Zambia","ZMB",21.3998958333333,NA,NA,NA,NA,"Africa"
2012,"Zambia","ZMB",21.3494166666667,NA,NA,NA,NA,"Africa"
1990,"Zimbabwe","ZWE",20.84175,NA,NA,NA,NA,"Africa"
1991,"Zimbabwe","ZWE",20.5862142857143,NA,NA,NA,NA,"Africa"
1992,"Zimbabwe","ZWE",21.5700476190476,NA,NA,NA,NA,"Africa"
1993,"Zimbabwe","ZWE",20.5410833333333,NA,NA,NA,NA,"Africa"
1994,"Zimbabwe","ZWE",20.2554404761905,NA,NA,NA,NA,"Africa"
1995,"Zimbabwe","ZWE",21.1823095238095,NA,NA,NA,NA,"Africa"
1996,"Zimbabwe","ZWE",20.2852023809524,NA,NA,NA,NA,"Africa"
1997,"Zimbabwe","ZWE",20.2684285714286,NA,NA,NA,NA,"Africa"
1998,"Zimbabwe","ZWE",20.91125,NA,NA,NA,NA,"Africa"
1999,"Zimbabwe","ZWE",20.1525238095238,NA,NA,NA,NA,"Africa"
2000,"Zimbabwe","ZWE",19.8827857142857,NA,NA,NA,NA,"Africa"
2001,"Zimbabwe","ZWE",20.4713928571429,NA,NA,NA,NA,"Africa"
2002,"Zimbabwe","ZWE",20.735369047619,NA,NA,NA,NA,"Africa"
2003,"Zimbabwe","ZWE",20.550869047619,NA,NA,NA,NA,"Africa"
2004,"Zimbabwe","ZWE",19.9886071428571,NA,NA,NA,NA,"Africa"
2005,"Zimbabwe","ZWE",21.1733214285714,NA,NA,NA,NA,"Africa"
2006,"Zimbabwe","ZWE",20.3070833333333,NA,NA,NA,NA,"Africa"
2007,"Zimbabwe","ZWE",20.3279285714286,NA,NA,NA,NA,"Africa"
2008,"Zimbabwe","ZWE",20.2908452380952,NA,NA,NA,NA,"Africa"
2009,"Zimbabwe","ZWE",20.1064047619048,NA,NA,NA,NA,"Africa"
2010,"Zimbabwe","ZWE",20.7417142857143,NA,NA,NA,NA,"Africa"
2011,"Zimbabwe","ZWE",20.3660595238095,NA,NA,NA,NA,"Africa"
2012,"Zimbabwe","ZWE",20.2182738095238,NA,NA,NA,NA,"Africa"
2013,"Angola","AGO",22.4173058008249,22.0196273516055,22.8149842500443,21.8091090970376,23.0255025046123,"Africa"
2014,"Angola","AGO",22.4173058008249,22.0196273496166,22.8149842520332,21.8091090939958,23.0255025076541,"Africa"
2015,"Angola","AGO",22.4173058008249,22.0196273476277,22.8149842540222,21.809109090954,23.0255025106958,"Africa"
2016,"Angola","AGO",22.4173058008249,22.0196273456388,22.8149842560111,21.8091090879122,23.0255025137376,"Africa"
2017,"Angola","AGO",22.4173058008249,22.0196273436499,22.814984258,21.8091090848705,23.0255025167794,"Africa"
2018,"Angola","AGO",22.4173058008249,22.019627341661,22.8149842599889,21.8091090818287,23.0255025198212,"Africa"
2019,"Angola","AGO",22.4173058008249,22.0196273396721,22.8149842619778,21.8091090787869,23.025502522863,"Africa"
2020,"Angola","AGO",22.4173058008249,22.0196273376831,22.8149842639667,21.8091090757451,23.0255025259048,"Africa"
2021,"Angola","AGO",22.4173058008249,22.0196273356942,22.8149842659556,21.8091090727033,23.0255025289465,"Africa"
2022,"Angola","AGO",22.4173058008249,22.0196273337053,22.8149842679446,21.8091090696615,23.0255025319883,"Africa"
2013,"Albania","ALB",16.4468206610573,15.8948453570931,16.9987959650215,15.6026472815291,17.2909940405854,"Europe"
2014,"Albania","ALB",16.4468206610573,15.8893098533021,17.0043314688125,15.5941814590384,17.2994598630762,"Europe"
2015,"Albania","ALB",16.4468206610573,15.8838287736013,17.0098125485133,15.5857988710109,17.3078424511037,"Europe"
2016,"Albania","ALB",16.4468206610573,15.87840054361,17.0152407785045,15.5774971096392,17.3161442124754,"Europe"
2017,"Albania","ALB",16.4468206610573,15.8730236634212,17.0206176586934,15.5692738810133,17.3243674411013,"Europe"
2018,"Albania","ALB",16.4468206610573,15.8676967027602,17.0259446193544,15.5611269977171,17.3325143243975,"Europe"
2019,"Albania","ALB",16.4468206610573,15.862418296542,17.0312230255726,15.553054372033,17.3405869500816,"Europe"
2020,"Albania","ALB",16.4468206610573,15.8571871407851,17.0364541813295,15.5450540096936,17.348587312421,"Europe"
2021,"Albania","ALB",16.4468206610573,15.8520019888503,17.0416393332642,15.5371240041287,17.3565173179859,"Europe"
2022,"Albania","ALB",16.4468206610573,15.846861647971,17.0467796741436,15.529262531159,17.3643787909556,"Europe"
2013,"Argentina","ARG",17.5902348012471,17.1816027355274,17.9988668669667,16.9652859866448,18.2151836158493,"Americas"
2014,"Argentina","ARG",17.5902348012471,17.1816027334828,17.9988668690114,16.9652859835178,18.2151836189763,"Americas"
2015,"Argentina","ARG",17.5902348012471,17.1816027314381,17.998866871056,16.9652859803908,18.2151836221033,"Americas"
2016,"Argentina","ARG",17.5902348012471,17.1816027293935,17.9988668731007,16.9652859772638,18.2151836252303,"Americas"
2017,"Argentina","ARG",17.5902348012471,17.1816027273488,17.9988668751453,16.9652859741367,18.2151836283574,"Americas"
2018,"Argentina","ARG",17.5902348012471,17.1816027253043,17.9988668771898,16.9652859710099,18.2151836314842,"Americas"
2019,"Argentina","ARG",17.5902348012471,17.1816027232596,17.9988668792345,16.9652859678829,18.2151836346112,"Americas"
2020,"Argentina","ARG",17.5902348012471,17.181602721215,17.9988668812791,16.9652859647559,18.2151836377382,"Americas"
2021,"Argentina","ARG",17.5902348012471,17.1816027191703,17.9988668833238,16.9652859616288,18.2151836408653,"Americas"
2022,"Argentina","ARG",17.5902348012471,17.1816027171257,17.9988668853684,16.9652859585018,18.2151836439923,"Americas"
2013,"Armenia","ARM",9.87661378190215,8.90655812453747,10.8466694392668,8.39304167871788,11.3601858850864,"Asia"
2014,"Armenia","ARM",9.87661378190215,8.86981587680664,10.8834116869977,8.33684925993458,11.4163783038697,"Asia"
2015,"Armenia","ARM",9.87661378190215,8.8343680982823,10.918859465522,8.28263656096283,11.4705910028415,"Asia"
2016,"Armenia","ARM",9.87661378190215,8.80008690887775,10.9531406549265,8.23020800608719,11.5230195577171,"Asia"
2017,"Armenia","ARM",9.87661378190215,8.76686419228152,10.9863633715228,8.1793982456781,11.5738293181262,"Asia"
2018,"Armenia","ARM",9.87661378190215,8.73460756695293,11.0186199968514,8.13006599436134,11.623161569443,"Asia"
2019,"Armenia","ARM",9.87661378190215,8.70323735538671,11.0499902084176,8.08208939590816,11.6711381678961,"Asia"
2020,"Armenia","ARM",9.87661378190215,8.67268426501936,11.0805432987849,8.03536247648767,11.7178650873166,"Asia"
2021,"Armenia","ARM",9.87661378190215,8.64288758661362,11.1103399771907,7.9897923893337,11.7634351744706,"Asia"
2022,"Armenia","ARM",9.87661378190215,8.61379377562232,11.139433788182,7.94529724512798,11.8079303186763,"Asia"
2013,"Australia","AUS",17.5554582897774,17.2621057647198,17.8488108148349,17.1068143184032,18.0041022611515,"Oceania"
2014,"Australia","AUS",17.5554582897774,17.2475593364106,17.8633572431441,17.0845674760941,18.0263491034606,"Oceania"
2015,"Australia","AUS",17.5554582897774,17.23366980799,17.8772467715647,17.063325275469,18.0475913040857,"Oceania"
2016,"Australia","AUS",17.5554582897774,17.2203554868382,17.8905610927165,17.0429627784476,18.0679538011071,"Oceania"
2017,"Australia","AUS",17.5554582897774,17.2075503277179,17.9033662518368,17.0233789775559,18.0875376019988,"Oceania"
2018,"Australia","AUS",17.5554582897774,17.1952000329795,17.9157165465752,17.0044908317048,18.1064257478499,"Oceania"
2019,"Australia","AUS",17.5554582897774,17.1832593199807,17.927657259574,16.9862290870691,18.1246874924856,"Oceania"
2020,"Australia","AUS",17.5554582897774,17.1716899551738,17.9392266243809,16.9685352704837,18.142381309071,"Oceania"
2021,"Australia","AUS",17.5554582897774,17.1604593072836,17.9504572722711,16.9513594767197,18.159557102835,"Oceania"
2022,"Australia","AUS",17.5554582897774,17.1495392612781,17.9613773182766,16.9346587075461,18.1762578720086,"Oceania"
2013,"Austria","AUT",7.3555871721407,6.60412669686722,8.10704764741418,6.20632755049177,8.50484679378963,"Europe"
2014,"Austria","AUT",7.3555871721407,6.60412669308166,8.10704765119974,6.20632754470227,8.50484679957913,"Europe"
2015,"Austria","AUT",7.3555871721407,6.60412668929612,8.10704765498528,6.20632753891278,8.50484680536863,"Europe"
2016,"Austria","AUT",7.3555871721407,6.60412668551057,8.10704765877083,6.20632753312329,8.50484681115812,"Europe"
2017,"Austria","AUT",7.3555871721407,6.60412668172503,8.10704766255637,6.20632752733379,8.50484681694761,"Europe"
2018,"Austria","AUT",7.3555871721407,6.60412667793948,8.10704766634193,6.20632752154429,8.50484682273711,"Europe"
2019,"Austria","AUT",7.3555871721407,6.60412667415394,8.10704767012746,6.20632751575481,8.50484682852659,"Europe"
2020,"Austria","AUT",7.3555871721407,6.60412667036838,8.10704767391302,6.20632750996531,8.5048468343161,"Europe"
2021,"Austria","AUT",7.3555871721407,6.60412666658285,8.10704767769856,6.20632750417583,8.50484684010558,"Europe"
2022,"Austria","AUT",7.3555871721407,6.60412666279729,8.10704768148411,6.20632749838632,8.50484684589508,"Europe"
2013,"Benin","BEN",27.9601074940939,27.7167417399379,28.2034732482499,27.5879116917241,28.3323032964637,"Africa"
2014,"Benin","BEN",27.9900525300235,27.7464261283639,28.2336789316831,27.6174581016964,28.3626469583507,"Africa"
2015,"Benin","BEN",28.0199975659532,27.7761105107189,28.2638846211874,27.6470045023837,28.3929906295226,"Africa"
2016,"Benin","BEN",28.0499426018828,27.8057948845825,28.294090319183,27.6765508900848,28.4233343136808,"Africa"
2017,"Benin","BEN",28.0798876378124,27.8354792475409,28.3242960280839,27.7060972611076,28.4536780145172,"Africa"
2018,"Benin","BEN",28.109832673742,27.8651635971842,28.3545017502999,27.7356436117668,28.4840217357173,"Africa"
2019,"Benin","BEN",28.1397777096716,27.8948479311085,28.3847074882348,27.7651899383858,28.5143654809574,"Africa"
2020,"Benin","BEN",28.1697227456013,27.9245322469138,28.4149132442887,27.7947362372943,28.5447092539082,"Africa"
2021,"Benin","BEN",28.1996677815309,27.9542165422069,28.4451190208549,27.8242825048321,28.5750530582297,"Africa"
2022,"Benin","BEN",28.2296128174605,27.9839008145978,28.4753248203232,27.853828737344,28.605396897577,"Africa"
2013,"Bangladesh","BGD",25.8745990320544,25.585752196504,26.1634458676048,25.4328459181354,26.3163521459734,"Asia"
2014,"Bangladesh","BGD",25.8957852368233,25.6066912755487,26.1848791980979,25.4536541767239,26.3379162969226,"Asia"
2015,"Bangladesh","BGD",25.9169714415921,25.6276170955892,26.2063257875951,25.4744421574155,26.3595007257688,"Asia"
2016,"Bangladesh","BGD",25.938157646361,25.6485243721046,26.2277909206174,25.4952017782328,26.3811135144892,"Asia"
2017,"Bangladesh","BGD",25.9593438511299,25.6694078351981,26.2492798670616,25.515924979564,26.4027627226957,"Asia"
2018,"Bangladesh","BGD",25.9805300558987,25.6902622333631,26.2707978784343,25.536603729923,26.4244563818744,"Asia"
2019,"Bangladesh","BGD",26.0017162606676,25.711082338158,26.2923501831772,25.5572300330984,26.4462024882368,"Asia"
2020,"Bangladesh","BGD",26.0229024654365,25.7318629497534,26.3139419811196,25.5777959366372,26.4680089942358,"Asia"
2021,"Bangladesh","BGD",26.0440886702053,25.7525989033278,26.3355784370829,25.5982935416268,26.4898837987839,"Asia"
2022,"Bangladesh","BGD",26.0652748749742,25.7732850762525,26.3572646736959,25.6187150136827,26.5118347362658,"Asia"
2013,"Bulgaria","BGR",11.6683571412884,10.8595949314054,12.4771193511714,10.4314620790487,12.9052522035281,"Europe"
2014,"Bulgaria","BGR",11.6683571412884,10.8505747011957,12.4861395813811,10.4176668274032,12.9190474551736,"Europe"
2015,"Bulgaria","BGR",11.6683571412884,10.8416528855154,12.4950613970614,10.4040220877921,12.9326921947847,"Europe"
2016,"Bulgaria","BGR",11.6683571412884,10.8328263317413,12.5038879508355,10.3905230386942,12.9461912438826,"Europe"
2017,"Bulgaria","BGR",11.6683571412884,10.8240920520589,12.5126222305178,10.3771651106415,12.9595491719353,"Europe"
2018,"Bulgaria","BGR",11.6683571412884,10.815447211647,12.5212670709298,10.3639439681491,12.9727703144277,"Europe"
2019,"Bulgaria","BGR",11.6683571412884,10.8068891179294,12.5298251646474,10.350855493277,12.9858587892997,"Europe"
2020,"Bulgaria","BGR",11.6683571412884,10.7984152107785,12.5382990717983,10.3378957706482,12.9988185119286,"Europe"
2021,"Bulgaria","BGR",11.6683571412884,10.7900230535698,12.546691229007,10.3250610737667,13.0116532088101,"Europe"
2022,"Bulgaria","BGR",11.6683571412884,10.7817103249981,12.5550039575787,10.3123478525029,13.0243664300739,"Europe"
2013,"Belarus","BLR",7.38270321229502,6.60138436125887,8.16402206333117,6.18777914552731,8.57762727906272,"Europe"
2014,"Belarus","BLR",7.38270321229502,6.60138435735215,8.16402206723788,6.18777913955251,8.57762728503753,"Europe"
2015,"Belarus","BLR",7.38270321229502,6.60138435344544,8.1640220711446,6.18777913357771,8.57762729101233,"Europe"
2016,"Belarus","BLR",7.38270321229502,6.60138434953872,8.16402207505131,6.1877791276029,8.57762729698713,"Europe"
2017,"Belarus","BLR",7.38270321229502,6.60138434563201,8.16402207895803,6.1877791216281,8.57762730296194,"Europe"
2018,"Belarus","BLR",7.38270321229502,6.60138434172529,8.16402208286474,6.18777911565329,8.57762730893674,"Europe"
2019,"Belarus","BLR",7.38270321229502,6.60138433781858,8.16402208677146,6.18777910967849,8.57762731491155,"Europe"
2020,"Belarus","BLR",7.38270321229502,6.60138433391187,8.16402209067817,6.18777910370369,8.57762732088635,"Europe"
2021,"Belarus","BLR",7.38270321229502,6.60138433000515,8.16402209458488,6.18777909772888,8.57762732686115,"Europe"
